title_ja,title_en,tags,cover_image_path,description
,Duck Leeks are Poisonous: Professor Kamo's Lecture on Human Economics,Psychological|Office Workers|Drama,data/images\1f1d4e0d-5217-4347-af7f-ee443cfe5cdc.jpg,"""Hey  are you a sucker?""  Kamo Youhei is a genius economist whose ""Suckerism Economic Theory"" has gained worldwide acclaim. He is a ""weirdo"" who pretends to be many things under the guise of ""fieldwork "" but in a society where the economically weak are exploited and cheated  he puts his economic theories into practice and feeds poison to the crooked and powerful!"
,Soshiki no Shukuteki to Kekkon Shitara Mecha Amai,Romance|Comedy|Office Workers|Supernatural|Adaptation,data/images\6b9bd81a-ae0f-4495-bde9-9ba20ee00981.jpg,"""...I hate you!"" ""What a coincidence. So do I.""  The two once belonged to opposing organisations of supernatural power users  and fought for their own opposing goals. Roushi Saikawa  also known as the ""Feather Hunter "" and Ritsuka Yanagi  the strongest supernatural power user known as the ""White Demon."" The two spent their days battling each other and had no normal social experience  but...  ""I love you  Rou-kun."" ""Me too  Ritsuka.""  After their organisation was disbanded  they somehow started dating and then got married! Is their hatred 100 times more adorable? Now  they are the epitome of a lovey-dovey couple  kissing each other at the door every morning when they go to work. But the husband had just one problem. That is  he had never shared a bed with his wife... In other words  even though he was married  he was still a virgin! This is the story of the hardships faced by such a husband  who gets caught up in numerous troubles but continues to make desperate attempts to deepen his love with his strict wife."
,Chigau Miyahara Omae Janai!,Romance|Comedy|School Life|Slice of Life,data/images\ae3736bf-dc58-40cc-b1cb-928269edf62b.jpg,The manga centers on Arima  a boy who has a crush on a girl named Yukihira. But every time he tries to make a move to get closer to Yukihira  his other friend Miyahara just happens to be in the scene and will always mistakenly think that Arima is making a move on her. ([ANN](https://www.animenewsnetwork.com/news/2022-11-11/midori-obiya-launches-new-manga-mini-series/.191780)) ___ **Alt Official Raw:** [Young Jump+](https://ynjn.jp/title/7831)
,Qiang Jin Jiu (2024),Historical|Action|Long Strip|Romance|Boys' Love|Drama|Fantasy|Web Comic|Adaptation|Full Color,data/images\62339654-1b5b-4485-87bb-1ccc4f15669f.jpg,During the Xiande period of the Dazhou dynasty  the Prince of Jianxing  Shen Wei  suffered defeat at the Chashi river in the northeast  leading to the Six Prefectures of Zhongbo almost falling to external foes. Shen Zechuan  meanwhile  was arrested and taken to the capital  to be the target of everyone's hatred as the surviving villain. When the young son of the Prince of Libei  Xiao Chiye  heard the news  he came and delivered a ruthless blow that nearly cost Shen Zechuan his life. Unexpectedly  the latter  who had seemed weak  was actually quite fierce  turning around and biting him  causing the former to bleed profusely. Henceforth  an enmity developed between the two  with the strife continuing both within and outside the court. Amidst this open and secret conflict  the true reason for Shen Wei's defeat was surprisingly discovered.  --- **Note:** - After a huge backlash about the character design  the series has been undergoing a revision with a new art style  This title contains the revised version.
,Demon X Angel  Can't Get Along!,Long Strip|Romance|Comedy|Fantasy|Web Comic|Full Color,data/images\36bad9cb-6310-4048-a48e-a1ab7b7dcb3e.jpg,"Demons and angels are natural enemies that have grown tired of fighting each other. In order to coexist peacefully  they decided to arrange a marriage between the two races! If the pair can't get along within the one-year trial period  the marriage will be dissolved. This is how Jiacheng (Demon) and Yu Shanshan (Angel) became the chosen ""lucky"" pair for the marriage. Sharing the goal of divorce  the two began their lives of ""happy"" cohabitation!  --- **Link:** Defunct Official English - [BiliBili Comics](https://www.bilibilicomics.com/detail/mc329?utm_source=mgd)"
,Kotodama Kanaete! Tokie-sensei,Comedy|Magic|School Life|Adaptation,data/images\ed6bbae5-f2a2-4546-9a47-6fe67b8d01d1.jpg,In a normal  everyday run-of-the-mill school  a new teacher arrives but there's something peculiar about her... She's a teacher with a dark aura but with the power of words she can transform into whatever is asked of her. From dressing like a cat to wearing a bikini  she's at the mercy of her students.
,Chigau Class no Suki na Hito,Romance|School Life|Slice of Life,data/images\0fd6c974-ded4-458a-8e53-f0df25531676.jpg,On the evening of the summer festival  my sandals caused a foot blister so that I couldn't walk anymore  but then Takada-kun  a boy from my parallel class  stepped in to help me out. A straight and pure-hearted love  as well as all the intricacy of adolescence that comes with it.  (Source: Champion Cross  translated)
,Tensei Shite Inaka de Slow Life wo Okuritai,Reincarnation|Comedy|Adventure|Magic|Isekai|Fantasy|Slice of Life|Adaptation,data/images\b4598b15-822c-48fb-bd18-ee8ae191e381.jpg,"The protagonist  Inaka Yuuji  was ran over by a truck because his awareness was dulled from overworking. ""Ahー  with this I don't have to work so much anymore. I want to spend my next life leisurely..."" was the wish Yuuji blurted out. He met God and it was decided he will be reincarnated in the countryside of the other world. He became Alfred Slowlet  second son of a countryside noble. Will he be able to enjoy and leisurely spend his slow life in the countryside?"
,Kowloon Generic Romance,Sci-Fi|Psychological|Romance|Office Workers|Drama|Slice of Life|Mystery,data/images\dc22c201-a2a8-40aa-a23f-69852b0c8d0f.jpg,The greatest labyrinth of the 20th century  a drama for working men and women in a town called Kowloon Walled City. A daily adult romance in a gentle dystopia.  (…can a dystopia be gentle?)
,Mercenary Enrollment,Action|Long Strip|Crime|Adventure|Military|Drama|School Life|Delinquents|Web Comic|Full Color,data/images\9ecd208c-c592-4462-9f57-4d7d4a9f956f.jpg,At the age of eight  Ijin Yu lost his parents in a plane crash and became stranded in a foreign land  forced to become a child mercenary in order to stay alive.   He returns home ten years later to be reunited with his family in Korea  where food and shelter are plenty and everything seems peaceful. But Ijin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left  Ijin must master new tactics to maneuver his way around the schoolhouse battleground.  Can he survive a year of high school? Or rather  will the school be able to survive him?
,Favela no Mangaka,Thriller|Action|Psychological|Crime|Survival|Mafia|Drama|Tragedy,data/images\f8ee17c0-ea65-4f0d-9666-182406db1e1a.jpg,Mangaka Takei Hiroto was rejected once again at a serialization meeting  so he decides to give up on his dream and go on a heartbroken trip to Brazil to get over everything. In a favela (slum) he accidentally wanders into  Hiroto meets a poor boy with sharp eyes named João. Living on the exact opposite side of the Earth  João surprisingly has the dream of becoming a mangaka...!!
,Kabeyaku Nado Fuyou to Tsuihousareta S-kyuu Boukensha  <Dorei Kaihou> Skill wo Kushi shite Shijou Saikyou no Kunizukuri,Loli|Action|Romance|Adventure|Magic|Harem|Fantasy|Slice of Life|Adaptation,data/images\5bb3b15f-3f60-490a-b873-bd7589f4e662.jpg,"Alex  a holy knight  is suddenly expelled from his adventurers' party.  He tries to live a comfortable life by accepting a quest to cultivate a remote area  but suddenly he is given the extra skill ""Slave Release""...?  Summon beautiful girl slaves and cultivate a demon territory overrun with demons! A slow life of harem in a fantasy world is about to begin!"
,Starting Gate! Uma Musume Pretty Derby,Sports|Drama|School Life|Slice of Life,data/images\e4344acc-3425-42ea-8830-6e59db32781b.jpg,A manga part of the Uma Musume Project by Cygames  a game and an anime. It follows Special Week  an aspiring horsegirl athlete-idol  as she transfers in to the Traincent Academy to follow her dreams.
,Kanzen Kaihi Healer no Kiseki,Monsters|Action|Romance|Comedy|Adventure|Magic|Isekai|Drama|Fantasy|Adaptation,data/images\b5e3b32e-5d96-4ebd-b37e-3caa0b258824.jpg,"A college student  Sakurai Hiroki was summoned to another world to defeat the Demon Lord. And since he got ""Priest"" as a job  his starting Recovery Stat was more than enough to heal any wounds  so he dumped all of his Stat Points into Evasion. In other words  he's aiming for an Evasion Healer who will never get hit by enemy attacks. But unfortunately  people in that world couldn't understand his ideal! The King got angry against him and labelled him as useless almost immediately!"
,My Blue Garnet,Romance|Girls' Love|Drama,data/images\2917010b-61f5-4dd0-b861-a10362d8ab9b.jpg,"Inami Kon  age 24  has been job hunting for the past 4 months. However  she is having trouble being ""normal"". One day  she meets Ai  a woman whose personality is the complete opposite of her own. Is this encounter just coincidence or is it fate?  A mature yuri story about love at a crossroads.  This is published in Melody  a bi-monthly magazine."
,ChäoS;HEAd - Blue Complex,Action|Psychological|Romance|Harem|Mystery,data/images\2d4fdda0-cfb0-4bec-9417-08c6fac229e4.jpg,"Takumi is a high school student. He is withdrawn and is not interested in 3D things. In his town  a mysterious serial murder case happens and people get panicked. One day  when he chats on the internet  a man suddenly contacts him and gives him an URL. He goes to the website and finds a blog image that suggests a next murder case… On the next day  it really happens…      Takumi Nishijo suffers from intense delusions as a result of his apparent schizophrenia and the extremely secluded lifestyle he lives as a hikkikomori. One day he accidentally stumbles upon a gruesome murder scene  a part of a chain of events called ""New Generation."" After this  his life gets caught up in these events  and he meets a bunch of increasingly insane anime girls with swords."
,Senpai  Chotto ii Desu ka?,Romance|Comedy|School Life|Slice of Life,data/images\2863504d-9aea-4071-8504-e1f5885bda37.jpg,A super-sheltered girl  Shiranui Rei  has a lot of things she doesn’t know! She asks her questions to her senior  who is also a library committee member. But sometimes  her questions are hard to answer…!?
,Kokumin-teki Idol ni natta Osana-Najimi ga Boro-Apart ni Sunderu Ore no Tonari ni Hikkoshitekita Ken,Award Winning|Romance|Comedy|Slice of Life|Adaptation,data/images\17727b0f-c9f2-4ab5-a0b1-b7b0cf6c1fc8.jpg,My childhood friend who became separated three years ago is dancing on TV as a top idol. And it was the childhood friend who moved to the next to my room to see it!?
